annotation_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
277,Elevation C,Elevation,Detail Items,generic_annotation,Opening,31.631785828925803,-55.59240529507064,Opening,
278,Elevation C,Elevation,Detail Items,generic_annotation,Opening,31.631785828925803,-55.67442629244601,Opening,
279,Elevation B,Elevation,Detail Items,generic_annotation,Opening,29.331005599095693,-53.29865931159754,Opening,
280,Elevation B,Elevation,Detail Items,generic_annotation,Opening,20.702396645451746,-53.29865931159754,Opening,
281,Elevation D,Elevation,Detail Items,generic_annotation,Opening,18.53934173963919,-55.59240529507063,Opening,
282,Elevation D,Elevation,Detail Items,generic_annotation,Opening,18.53934173963919,-55.67442629244595,Opening,
283,Elevation D,Elevation,Detail Items,generic_annotation,Opening,18.53934173963919,-78.98472200947282,Opening,
284,Elevation B,Elevation,Detail Items,generic_annotation,Detail Filled Region,35.955410828222334,-56.83456335113176,Detail Filled Region,
285,Elevation B,Elevation,Detail Items,generic_annotation,Detail Filled Region,35.955410828222334,-56.83456335113176,Detail Filled Region,
286,Elevation D,Elevation,Detail Items,generic_annotation,Detail Filled Region,18.53934173963919,-69.15860652390863,Detail Filled Region,
287,Elevation D,Elevation,Detail Items,generic_annotation,Detail Filled Region,18.53934173963919,-69.51949891236008,Detail Filled Region,
